2025-04-05 15:16:26, 75466
2025-04-05 15:33:24, 75441
2025-04-05 15:35:01, 75441
2025-04-05 15:40:01, 75322
2025-04-05 15:45:01, 75217
2025-04-05 15:50:02, 75281
2025-04-05 15:55:01, 75331
2025-04-05 16:00:01, 75368
2025-04-05 16:05:01, 75381
2025-04-05 16:10:02, 75433
2025-04-05 16:15:01, 75461
2025-04-05 16:20:01, 75468
2025-04-05 16:25:02, 75387
2025-04-05 16:30:01, 75437
2025-04-05 16:35:01, 75457
2025-04-05 16:40:02, 75515
2025-04-05 16:45:01, 75542
2025-04-05 16:50:01, 75498
2025-04-05 16:55:01, 75424
2025-04-05 17:00:01, 75500
2025-04-05 17:05:02, 75530
2025-04-05 17:10:01, 75426
2025-04-05 17:15:01, 75488
2025-04-05 17:20:01, 75554
2025-04-05 17:25:02, 75586
2025-04-05 17:30:01, 75595
2025-04-05 17:35:01, 75642
2025-04-05 17:40:01, 75593
2025-04-05 17:45:01, 75641
2025-04-05 17:50:02, 75629
2025-04-05 17:55:01, 75639
2025-04-05 18:00:01, 75569
2025-04-05 18:05:01, 75648
2025-04-05 18:10:01, 75684
2025-04-05 18:15:01, 75687
2025-04-05 18:20:02, 75765
2025-04-05 18:25:01, 75682
2025-04-05 18:30:01, 75707
2025-04-05 18:35:01, 75707
2025-04-05 18:40:01, 75690
2025-04-05 18:45:01, 75711
2025-04-05 18:50:02, 75730
2025-04-05 18:55:01, 75768
2025-04-05 19:00:01, 75771
2025-04-05 19:05:01, 75792
2025-04-05 19:10:01, 75750
2025-04-05 19:15:02, 75771
2025-04-05 19:20:01, 75729
2025-04-05 19:25:01, 75769
2025-04-05 19:30:01, 75753
2025-04-05 19:35:02, 75657
2025-04-05 19:40:01, 75671
2025-04-05 19:45:01, 75574
2025-04-05 19:50:01, 75484
2025-04-05 19:55:01, 75523
2025-04-05 20:00:01, 75553
2025-04-05 20:05:02, 75619
2025-04-05 20:10:01, 75632
2025-04-05 20:15:01, 75645
2025-04-05 20:20:01, 75710
2025-04-05 20:25:01, 75690
2025-04-05 20:30:02, 75709
2025-04-05 20:35:01, 75685
2025-04-05 20:40:01, 75732
2025-04-05 20:45:01, 75603
2025-04-05 20:50:02, 75656
2025-04-05 20:55:01, 75589
2025-04-05 21:00:01, 75763
2025-04-05 21:05:01, 75737
2025-04-05 21:10:01, 75724
2025-04-05 21:15:02, 75786
2025-04-05 21:20:01, 75762
2025-04-05 21:25:01, 75851
2025-04-05 21:30:01, 75851
2025-04-05 21:35:01, 75765
2025-04-05 21:40:01, 75807
2025-04-05 21:45:02, 75734
2025-04-05 21:50:01, 75708
2025-04-05 21:55:01, 75683
2025-04-05 22:00:01, 75638
2025-04-05 22:05:01, 75705
2025-04-05 22:10:01, 75717
2025-04-05 22:15:02, 75726
2025-04-05 22:20:01, 75706
2025-04-05 22:25:01, 75720
2025-04-05 22:30:01, 75666
2025-04-05 22:35:01, 75705
2025-04-05 22:40:02, 75725
2025-04-05 22:45:01, 75740
2025-04-05 22:50:01, 75788
2025-04-05 22:55:01, 75804
2025-04-05 23:00:01, 75804
2025-04-05 23:05:02, 75898
2025-04-05 23:10:01, 75915
2025-04-05 23:15:01, 75862
2025-04-05 23:20:01, 75902
2025-04-05 23:25:01, 75909
2025-04-05 23:30:01, 75909
2025-04-05 23:35:02, 75846
2025-04-05 23:40:01, 75898
2025-04-05 23:45:01, 75953
2025-04-05 23:50:01, 75953
