2025-04-05 23:55:01, 76224
2025-04-06 00:00:02, 76218
2025-04-06 00:05:01, 76159
2025-04-06 00:10:01, 76140
2025-04-06 00:15:01, 76133
2025-04-06 00:20:01, 76128
2025-04-06 00:25:02, 76157
2025-04-06 00:30:01, 76190
2025-04-06 00:35:01, 76128
2025-04-06 00:40:01, 76154
2025-04-06 00:45:01, 76193
2025-04-06 00:50:01, 76179
2025-04-06 00:55:02, 76104
2025-04-06 01:00:01, 76140
2025-04-06 01:05:01, 76140
2025-04-06 01:10:01, 76140
2025-04-06 01:15:01, 76202
2025-04-06 01:20:02, 76202
2025-04-06 01:25:01, 76245
2025-04-06 01:30:01, 76303
2025-04-06 01:35:01, 76313
2025-04-06 01:40:01, 76336
2025-04-06 01:45:02, 76336
2025-04-06 01:50:01, 76336
2025-04-06 01:55:01, 76080
2025-04-06 02:00:01, 76079
2025-04-06 02:05:01, 76112
2025-04-06 02:10:01, 76115
2025-04-06 02:15:01, 76115
2025-04-06 02:20:01, 76042
2025-04-06 02:25:01, 76038
2025-04-06 02:30:01, 76076
2025-04-06 02:35:01, 76073
2025-04-06 02:40:01, 76049
2025-04-06 02:45:02, 76029
2025-04-06 02:50:01, 76012
2025-04-06 02:55:01, 75952
2025-04-06 03:00:01, 75954
2025-04-06 03:05:01, 75954
2025-04-06 03:10:01, 75922
2025-04-06 03:15:02, 76019
2025-04-06 03:20:01, 76019
2025-04-06 03:25:01, 76030
2025-04-06 03:30:01, 75957
2025-04-06 03:35:01, 75938
2025-04-06 03:40:01, 75899
2025-04-06 03:45:02, 75941
2025-04-06 03:50:01, 75953
2025-04-06 03:55:01, 76022
2025-04-06 04:00:01, 76022
2025-04-06 04:05:01, 76009
2025-04-06 04:10:01, 76039
2025-04-06 04:15:02, 75965
2025-04-06 04:20:01, 75968
2025-04-06 04:25:01, 76033
2025-04-06 04:30:01, 76079
2025-04-06 04:35:01, 76095
2025-04-06 04:40:01, 76095
2025-04-06 04:45:02, 76106
2025-04-06 04:50:01, 76089
2025-04-06 04:55:01, 76124
2025-04-06 05:00:01, 76113
2025-04-06 05:05:01, 76183
2025-04-06 05:10:01, 76181
2025-04-06 05:15:02, 76174
2025-04-06 05:20:01, 76160
2025-04-06 05:25:01, 76172
2025-04-06 05:30:01, 76187
2025-04-06 05:35:01, 76169
2025-04-06 05:40:01, 76169
2025-04-06 05:45:02, 76043
2025-04-06 05:50:01, 76065
2025-04-06 05:55:01, 76134
2025-04-06 06:00:02, 76143
2025-04-06 06:05:01, 76079
2025-04-06 06:10:01, 76049
2025-04-06 06:15:01, 76083
2025-04-06 06:20:02, 76084
2025-04-06 06:25:01, 76086
2025-04-06 06:30:01, 76081
2025-04-06 06:35:01, 76069
2025-04-06 06:40:01, 75897
2025-04-06 06:45:01, 75907
2025-04-06 06:50:02, 75903
2025-04-06 06:55:01, 75891
2025-04-06 07:00:01, 75849
2025-04-06 07:05:01, 75785
2025-04-06 07:10:01, 75823
2025-04-06 07:15:02, 75855
2025-04-06 07:20:01, 75857
2025-04-06 07:25:01, 75795
2025-04-06 07:30:01, 75780
2025-04-06 07:35:01, 75741
2025-04-06 07:40:01, 75748
2025-04-06 07:45:01, 75783
2025-04-06 07:50:01, 75793
2025-04-06 07:55:01, 75793
2025-04-06 08:00:02, 75725
2025-04-06 08:05:01, 75634
2025-04-06 08:10:01, 75612
2025-04-06 08:15:01, 75614
2025-04-06 08:20:01, 75604
2025-04-06 08:25:02, 75560
2025-04-06 08:30:01, 75470
2025-04-06 08:35:01, 75557
2025-04-06 08:40:01, 75611
2025-04-06 08:45:01, 75653
2025-04-06 08:50:02, 75636
2025-04-06 08:55:01, 75675
2025-04-06 09:00:01, 75702
2025-04-06 09:05:02, 75700
2025-04-06 09:10:01, 75673
2025-04-06 09:15:01, 75611
2025-04-06 09:20:01, 75680
2025-04-06 09:25:01, 75730
2025-04-06 09:30:01, 75809
2025-04-06 09:35:02, 75729
2025-04-06 09:40:01, 75803
2025-04-06 09:45:01, 75795
2025-04-06 09:50:01, 75778
2025-04-06 09:55:01, 75732
2025-04-06 10:00:01, 75739
2025-04-06 10:05:02, 75666
2025-04-06 10:10:01, 75617
2025-04-06 10:15:01, 75589
2025-04-06 10:20:01, 75437
2025-04-06 10:25:02, 75497
2025-04-06 10:30:01, 75503
2025-04-06 10:35:01, 75530
2025-04-06 10:40:01, 75485
2025-04-06 10:45:01, 75510
2025-04-06 10:50:01, 75521
2025-04-06 10:55:02, 75550
2025-04-06 11:00:01, 75544
2025-04-06 11:05:01, 75565
2025-04-06 11:10:02, 75588
2025-04-06 11:15:01, 75492
2025-04-06 11:20:01, 75426
2025-04-06 11:25:01, 75450
2025-04-06 11:30:01, 75450
2025-04-06 11:35:02, 75463
2025-04-06 11:40:01, 75412
2025-04-06 11:45:01, 75459
2025-04-06 11:50:01, 75458
2025-04-06 11:55:01, 75448
2025-04-06 12:00:02, 75548
2025-04-06 12:05:01, 75610
2025-04-06 12:10:01, 75626
2025-04-06 12:15:01, 75518
2025-04-06 12:20:01, 75564
2025-04-06 12:25:01, 75550
2025-04-06 12:30:02, 75586
2025-04-06 12:35:01, 75490
2025-04-06 12:40:01, 75401
2025-04-06 12:42:13, 75411
2025-04-06 12:42:19, 75411
2025-04-06 12:42:19, 75411
2025-04-06 12:42:19, 75411
2025-04-06 12:42:19, 75411
2025-04-06 12:42:20, 75411
2025-04-06 12:42:20, 75411
2025-04-06 12:42:20, 75411
2025-04-06 12:42:20, 75411
2025-04-06 12:42:20, 75411
2025-04-06 12:42:21, 75411
2025-04-06 12:42:21, 75411
2025-04-06 12:42:21, 75411
2025-04-06 12:42:21, 75411
2025-04-06 12:42:21, 75411
2025-04-06 12:42:21, 75411
2025-04-06 12:42:22, 75411
2025-04-06 12:42:22, 75411
2025-04-06 12:42:22, 75411
2025-04-06 12:42:22, 75411
2025-04-06 12:42:22, 75411
2025-04-06 12:42:23, 75411
2025-04-06 12:42:23, 75411
2025-04-06 12:42:23, 75411
2025-04-06 12:42:24, 75411
2025-04-06 12:42:24, 75411
2025-04-06 12:42:24, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:25, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:26, 75411
2025-04-06 12:42:27, 75411
2025-04-06 12:42:53, 75411
2025-04-06 12:43:02, 75411
2025-04-06 12:43:02, 75411
2025-04-06 12:43:02, 75411
2025-04-06 12:43:02, 75411
2025-04-06 12:43:03, 75411
2025-04-06 12:43:03, 75411
2025-04-06 12:43:03, 75411
2025-04-06 12:43:03, 75411
2025-04-06 12:43:03, 75411
2025-04-06 12:43:04, 75411
2025-04-06 12:43:04, 75411
2025-04-06 12:45:01, 75432
2025-04-06 12:50:01, 75457
2025-04-06 12:55:02, 75448
2025-04-06 13:00:01, 75401
2025-04-06 13:05:01, 75401
2025-04-06 13:10:02, 75470
2025-04-06 13:15:01, 75531
2025-04-06 13:20:01, 75368
2025-04-06 13:25:01, 75332
2025-04-06 13:30:01, 75272
2025-04-06 13:35:02, 75279
2025-04-06 13:40:01, 75225
2025-04-06 13:45:01, 75224
2025-04-06 13:50:01, 75109
2025-04-06 13:55:01, 75057
2025-04-06 14:00:02, 75063
2025-04-06 14:05:01, 75045
2025-04-06 14:10:01, 75179
2025-04-06 14:15:01, 75345
2025-04-06 14:20:01, 75271
2025-04-06 14:25:02, 75180
2025-04-06 14:30:01, 75127
2025-04-06 14:35:01, 75146
2025-04-06 14:40:01, 75215
2025-04-06 14:45:02, 75227
2025-04-06 14:50:01, 75393
2025-04-06 14:55:01, 75423
2025-04-06 15:00:01, 75286
2025-04-06 15:05:01, 75435
2025-04-06 15:25:01, 75221
2025-04-06 15:30:01, 75242
2025-04-06 15:35:02, 75244
2025-04-06 15:40:01, 75302
2025-04-06 15:45:01, 75360
2025-04-06 15:50:01, 75388
2025-04-06 15:55:01, 75332
2025-04-06 16:00:02, 75350
2025-04-06 16:05:01, 75199
2025-04-06 16:10:01, 75225
2025-04-06 16:15:01, 75201
2025-04-06 16:20:01, 75179
2025-04-06 16:25:01, 75092
2025-04-06 16:30:02, 75203
2025-04-06 16:34:02, 75148
2025-04-06 16:35:01, 75144
2025-04-06 16:40:01, 75079
2025-04-06 16:45:01, 74948
2025-04-06 16:50:02, 74892
2025-04-06 16:50:36, 74934
2025-04-06 16:50:38, 74934
2025-04-06 16:50:40, 74934
2025-04-06 16:50:42, 74934
2025-04-06 16:50:43, 74934
2025-04-06 16:50:44, 74934
2025-04-06 16:50:45, 74934
2025-04-06 16:50:45, 74934
2025-04-06 16:50:45, 74934
2025-04-06 16:50:46, 74934
2025-04-06 16:50:46, 74934
2025-04-06 16:55:01, 74820
2025-04-06 17:00:01, 74772
2025-04-06 17:05:01, 74685
